Departamento,Provincia,Municipio,Año,Num_Alumnos_Matriculados,Tasa_Abandono,Tasa_Promoción,Tasa_Reprobación,Num_Unidades_Educativas
Beni,Cercado,Trin.d.dad                      ,2006,31648,5.9,88.86,5.25,83
Beni,Cercado,San Javier              ,2006,1127,5.9,92.19,1.95,18
Beni,V. Diez,Riberalta                     ,2006,30099,6.5,87.19,6.29,130
Beni,V. Diez,Guayaramerin                  ,2006,14162,8,88.98,3.06,65
Beni,J. Ballivián,Reyes                         ,2006,3354,4.1,89.3,6.59,43
Beni,J. Ballivián,San Borja                     ,2006,11925,7.2,86.96,5.86,97
Beni,J. Ballivián,Santa Rosa                    ,2006,2458,6.3,88.04,5.66,24
Beni,J. Ballivián,Rurrenabaque                  ,2006,5203,7.8,86.14,6.07,35
Beni,Yacuma,Santa Ana                     ,2006,6769,5.7,90.25,4.08,48
Beni,Yacuma,Exaltación                    ,2006,1156,7.5,89.88,2.6,22
Beni,Moxos,San Ignacio                   ,2006,8247,9.2,86.38,4.44,97
Beni,Marbán,Loreto                        ,2006,1412,9.6,86.54,3.9,27
Beni,Marbán,San Andrés                    ,2006,3825,9.3,88.42,2.3,43
Beni,Mamoré,San Joaquín                   ,2006,1989,8.2,83.86,7.89,19
Beni,Mamoré,San Ramón               ,2006,1637,2,91.2,6.84,14
Beni,Mamoré,Puerto Siles                  ,2006,237,0,93.67,6.33,4
Beni,Itenez,Magdalena                     ,2006,4492,1.1,95.61,3.32,38
Beni,Itenez,Baures                        ,2006,1660,3.4,88.43,8.19,12
Beni,Itenez,Huaracaje                     ,2006,1475,2,90.17,7.8,12
Chuquisaca,Oropeza,Sucre                         ,2006,76613,5.1,87.72,7.22,207
Chuquisaca,Oropeza,Yotala                        ,2006,3207,5,85.84,9.17,32
Chuquisaca,Oropeza,Poroma                        ,2006,4240,4.1,89.39,6.51,56
Chuquisaca,J.A. De Padilla,Azurduy                       ,2006,3146,5.3,83.09,11.57,37
Chuquisaca,J.A. De Padilla,Tarvita                       ,2006,4921,4.3,83.42,12.27,44
Chuquisaca,J. Zudañez,Zudáñez                       ,2006,1928,2.1,88.8,9.08,23
Chuquisaca,J. Zudañez,Presto                        ,2006,2078,2,89.99,7.99,24
Chuquisaca,J. Zudañez,Mojocoya                      ,2006,2383,4.1,87.24,8.64,25
Chuquisaca,J. Zudañez,Icla                          ,2006,2765,4.8,85.97,9.26,24
Chuquisaca,Tomina,Padilla                       ,2006,3206,3.5,89.27,7.27,50
Chuquisaca,Tomina,Tomina                        ,2006,2443,5.6,92.06,2.29,22
Chuquisaca,Tomina,Sopachuy                      ,2006,2080,4.3,86.49,9.23,20
Chuquisaca,Tomina,Alcala                        ,2006,1187,3.5,89.81,6.74,10
Chuquisaca,Tomina,El Villar                     ,2006,1321,3,87.06,9.99,16
Chuquisaca,H. Siles,Monteagudo                    ,2006,8814,3.1,87.54,9.36,75
Chuquisaca,H. Siles,Huacareta                     ,2006,2716,8.3,81.26,10.46,37
Chuquisaca,Yamparáez,Tarabuco                      ,2006,5748,4.2,87.13,8.66,64
Chuquisaca,Yamparáez,Yamparaez                     ,2006,2642,4.6,86.9,8.52,29
Chuquisaca,Nor Cinti,Camargo                       ,2006,4395,4.5,84.91,10.63,55
Chuquisaca,Nor Cinti,San Lucas                     ,2006,9144,4.1,85.84,10.02,108
Chuquisaca,Nor Cinti,Incahuasi                     ,2006,6811,3.2,87.67,9.18,61
Chuquisaca,Nor Cinti,Villa Charcas                 ,2006,0, -   ,0,0,0
Chuquisaca,B. Boeto,Villa Serrano                 ,2006,3388,2.7,89.49,7.79,43
Chuquisaca,S. Cinti,Camataqui (C. Villa Abecia)   ,2006,812,1.8,87.44,10.71,12
Chuquisaca,S. Cinti,Culpina                       ,2006,4556,3.1,87.23,9.64,61
Chuquisaca,S. Cinti,Las Carreras                  ,2006,762,5.2,82.68,12.07,16
Chuquisaca,L. Calvo,Villa Vaca Guzmán (Muyupampa) ,2006,2633,5.2,86.06,8.74,35
Chuquisaca,L. Calvo,Huacaya (Villa de Huacaya)    ,2006,476,5.3,91.18,3.57,8
Chuquisaca,L. Calvo,Machareti                     ,2006,1812,4.8,88.96,6.24,24
Cochabamba,Cercado,Cochabamba                    ,2006,185465,5.4,87.44,7.19,402
Cochabamba,N. Campero,Aiquile                       ,2006,9115,5,81.88,13.15,76
Cochabamba,N. Campero,Pasorapa                      ,2006,1188,4.7,94.87,0.42,18
Cochabamba,N. Campero,Omereque                      ,2006,1631,7.4,80.81,11.77,25
Cochabamba,Ayopaya,Ayopaya (V. de Independencia) ,2006,8361,9.5,78.76,11.7,104
Cochabamba,Ayopaya,Morochata                     ,2006,7957,6.4,85.02,8.61,121
Cochabamba,Ayopaya,Cocapata                      ,2006,0, -   ,0,0,0
Cochabamba,E. Arce,Tarata                        ,2006,3804,8.8,82.78,8.41,48
Cochabamba,E. Arce,Anzaldo                       ,2006,2310,8.3,81.39,10.3,67
Cochabamba,E. Arce,Arbieto                       ,2006,2266,7.6,84.6,7.81,21
Cochabamba,E. Arce,Sacabamba                     ,2006,1484,9.9,79.38,10.71,31
Cochabamba,Aran.D.,Araní                         ,2006,3617,11.4,80.32,8.24,26
Cochabamba,Aran.D.,Vacas                         ,2006,3636,8.3,82.23,9.52,30
Cochabamba,Arque,Arque                         ,2006,2651,5.2,85.18,9.58,46
Cochabamba,Arque,Tacopaya                      ,2006,2658,6.6,85.21,8.2,53
Cochabamba,Capinota,Capinota                      ,2006,6396,4.8,85.33,9.91,34
Cochabamba,Capinota,Santibáñez                    ,2006,2038,6.6,80.77,12.66,17
Cochabamba,Capinota,Sicaya                        ,2006,760,8.4,81.71,9.87,6
Cochabamba,G. Jordán,Cliza                         ,2006,6604,7.3,84.54,8.15,25
Cochabamba,G. Jordán,Toco                          ,2006,1527,7.7,85.33,7.01,12
Cochabamba,G. Jordán,Tolata                        ,2006,1528,5.5,87.3,7.2,7
Cochabamba,Quillacollo,Quillacollo                   ,2006,38866,6.3,86.22,7.52,78
Cochabamba,Quillacollo,Sipe Sipe                     ,2006,11116,6,85.93,8.07,47
Cochabamba,Quillacollo,Tiquipaya                     ,2006,15421,7.3,83.66,8.99,53
Cochabamba,Quillacollo,Vinto                         ,2006,14039,6,84.47,9.57,45
Cochabamba,Quillacollo,Colcapirhua                   ,2006,9619,5.1,86.81,8.08,17
Cochabamba,Chapare,Sacaba                        ,2006,31493,6.3,85.25,8.41,92
Cochabamba,Chapare,Colomi                        ,2006,7384,6.6,85.02,8.41,34
Cochabamba,Chapare,Villa Tunari                  ,2006,16643,5.2,85.84,8.92,161
Cochabamba,Tapacarí,Tapacari                      ,2006,7221,5.8,88.6,5.57,158
Cochabamba,Carrasco,Totora                ,2006,3506,6.4,85.37,8.19,40
Cochabamba,Carrasco,Pojo                   ,2006,3271,8.6,81.72,9.66,37
Cochabamba,Carrasco,Pocona                        ,2006,3788,7,84.98,7.97,48
Cochabamba,Carrasco,Chimore                       ,2006,5133,7,82.49,10.48,45
Cochabamba,Carrasco,Puerto Villarroel             ,2006,14288,6.7,85.34,7.97,84
Cochabamba,Carrasco,Entre Ríos                ,2006,8768,8.3,82.46,9.22,38
Cochabamba,Mizque,Mizque                        ,2006,7618,10.6,78.77,10.62,114
Cochabamba,Mizque,Vila Vila                     ,2006,922,7.2,77.55,15.29,18
Cochabamba,Mizque,Alalay                        ,2006,900,7.3,82.67,10,22
Cochabamba,Punata,Punata                        ,2006,10925,6.9,85.35,7.72,39
Cochabamba,Punata,Villa Rivero                  ,2006,2270,3.9,90.18,5.95,16
Cochabamba,Punata,San Ben.d.to                    ,2006,4021,4.7,89.8,5.52,27
Cochabamba,Punata,Tacachi                       ,2006,156,3.8,92.95,3.21,2
Cochabamba,Punata,Cuchumuela (V. G. Villarroel) ,2006,374,0.5,95.72,3.74,9
Cochabamba,Bolívar,Bolivar                       ,2006,1804,10,81.32,8.65,48
Cochabamba,Tiraque,Tiraque                ,2006,11916,6.7,85.61,7.68,66
Cochabamba,Tiraque,Shinaota                      ,2006,0, -   ,0,0,0
La Paz,P.D. Murillo,La Paz                        ,2006,227805,4.9,89.58,5.53,506
La Paz,P.D. Murillo,Palca                         ,2006,5160,10.1,84.44,5.47,55
La Paz,P.D. Murillo,Mecapaca                      ,2006,4769,7,87.48,5.56,36
La Paz,P.D. Murillo,Achocalla                     ,2006,4923,8.9,86.86,4.25,32
La Paz,P.D. Murillo,El Alto                       ,2006,260612,4.8,91.31,3.91,417
La Paz,Omasuyos,Achacachi                     ,2006,21551,10.7,85.95,3.36,180
La Paz,Omasuyos,Ancoraimes                    ,2006,4448,9.9,87.16,2.9,50
La Paz,Omasuyos,Chua Cocan.d.                   ,2006,0, -   ,0,0,0
La Paz,Omasuyos,Huarina                       ,2006,0, -   ,0,0,0
La Paz,Omasuyos,Santiago de Huata             ,2006,0, -   ,0,0,0
La Paz,Omasuyos,Huatajata                     ,2006,0, -   ,0,0,0
La Paz,Pacajes,Coro Coro                     ,2006,2749,8.6,88.94,2.47,47
La Paz,Pacajes,Caquiaviri                    ,2006,3013,13.5,85.46,1,66
La Paz,Pacajes,Calacoto                      ,2006,2152,16.2,81.83,2,60
La Paz,Pacajes,Comanche                      ,2006,1207,10.5,86.66,2.82,20
La Paz,Pacajes,Charaña                       ,2006,679,10.8,87.78,1.47,17
La Paz,Pacajes,Waldo Ballivian               ,2006,573,6.1,91.8,2.09,6
La Paz,Pacajes,Nazacara de Pacajes           ,2006,110,37.3,61.82,0.91,1
La Paz,Pacajes,Santiago de Callapa           ,2006,1685,11.6,85.93,2.43,46
La Paz,E. Camacho,Puerto Acosta                 ,2006,8058,14.4,83.49,2.06,110
La Paz,E. Camacho,Mocomoco                      ,2006,5172,14.1,82.58,3.31,75
La Paz,E. Camacho,Puerto Carabuco               ,2006,4133,10.6,85.92,3.48,59
La Paz,E. Camacho,Humanata                      ,2006,0, -   ,0,0,0
La Paz,E. Camacho,Escoma                        ,2006,0, -   ,0,0,0
La Paz,Muñecas,Chuma                         ,2006,3439,10.8,86.19,3.02,55
La Paz,Muñecas,Ayata                         ,2006,2975,14.7,82.89,2.45,36
La Paz,Muñecas,Aucapata                      ,2006,1502,14.8,83.69,1.53,23
La Paz,Larecaja,Sorata                        ,2006,5480,12.1,83.91,4.03,81
La Paz,Larecaja,Guanay                        ,2006,3573,9.9,86.43,3.67,43
La Paz,Larecaja,Tacacoma                      ,2006,1669,9.7,87.12,3.18,21
La Paz,Larecaja,Quiabaya                      ,2006,792,10.5,83.08,6.44,10
La Paz,Larecaja,Combaya                       ,2006,764,11.1,84.29,4.58,14
La Paz,Larecaja,Tipuan.d.                       ,2006,3087,5.5,88.66,5.83,11
La Paz,Larecaja,Mapiri                        ,2006,3668,8.1,88.71,3.22,21
La Paz,Larecaja,Teoponte                      ,2006,2175,10.5,86.25,3.26,31
La Paz,F. Tamayo,Apolo                         ,2006,5367,13.5,79.24,7.3,77
La Paz,F. Tamayo,Pelechuco                     ,2006,1637,10.9,85.95,3.12,22
La Paz,Ingavi,Viacha                        ,2006,17515,8.8,85.67,5.51,93
La Paz,Ingavi,Guaqui                        ,2006,2101,7.2,89.43,3.38,22
La Paz,Ingavi,Tiawanacu                     ,2006,3960,9.5,87.1,3.41,27
La Paz,Ingavi,Desaguadero                   ,2006,1647,9.2,86.76,4.07,16
La Paz,Ingavi,San Andrés de Machaca         ,2006,1513,13.5,84.27,2.25,37
La Paz,Ingavi,Jesús de Machaca              ,2006,3670,12,85.1,2.92,54
La Paz,Ingavi,Taraco                        ,2006,1410,11.8,86.38,1.77,21
La Paz,Loayza,Luribay                       ,2006,3044,12,85.05,2.92,36
La Paz,Loayza,Sapahaqui                     ,2006,3575,8.7,87.52,3.75,53
La Paz,Loayza,Yaco                          ,2006,2275,9.3,85.58,5.1,28
La Paz,Loayza,Malla                         ,2006,648,11.7,83.49,4.78,12
La Paz,Loayza,Cairoma                       ,2006,3499,6.3,91.11,2.6,43
La Paz,Inquisivi,Inquisivi                     ,2006,4634,6.6,92.51,0.91,92
La Paz,Inquisivi,Quime                         ,2006,1922,10.6,85.64,3.75,18
La Paz,Inquisivi,Cajuata                       ,2006,2684,14.6,79.99,5.44,24
La Paz,Inquisivi,Colquiri                      ,2006,6130,11.2,83.69,5.12,78
La Paz,Inquisivi,Ichoca                        ,2006,1792,14.1,84.82,1.12,34
La Paz,Inquisivi,Licoma Pampa                  ,2006,727,12.9,81.84,5.23,9
La Paz,S. Yungas,Chuluman.d. (V. De La Libertad) ,2006,4459,9.7,86.21,4.1,41
La Paz,S. Yungas,Irupana (Villa De Lanza)      ,2006,3812,7.6,89.98,2.47,52
La Paz,S. Yungas,Yanacachi                     ,2006,932,10.6,82.94,6.44,17
La Paz,S. Yungas,Palos Blancos                 ,2006,6644,7.8,87.76,4.49,50
La Paz,S. Yungas,La Asunta                     ,2006,7957,11.6,84.87,3.51,75
La Paz,Los Andes,Pucaran.d.                      ,2006,8545,8.9,87.49,3.59,74
La Paz,Los Andes,Laja                          ,2006,4969,8.5,88.59,2.92,61
La Paz,Los Andes,Batallas                      ,2006,7372,11.1,84.83,4.07,58
La Paz,Los Andes,Puerto Pérez                  ,2006,2118,7.3,89.24,3.49,24
La Paz,Aroma,Sica Sica (Villa Aroma)       ,2006,6572,8.8,88.37,2.81,74
La Paz,Aroma,Umala                         ,2006,1977,11.8,86.24,1.97,33
La Paz,Aroma,Ayo Ayo                       ,2006,2388,10.1,87.77,2.14,35
La Paz,Aroma,Calamarca                     ,2006,3803,10.8,86.04,3.13,32
La Paz,Aroma,Patacamaya                    ,2006,7532,7.1,87.73,5.2,52
La Paz,Aroma,Colquencha                    ,2006,2302,8.6,87.71,3.74,18
La Paz,Aroma,Collana                       ,2006,597,8.5,88.78,2.68,6
La Paz,N. Yungas,Coroico                       ,2006,4156,9.8,86.26,3.92,40
La Paz,N. Yungas,Coripata                      ,2006,3724,7.3,87.73,4.97,28
La Paz,A. Iturralde,Ixiamas                       ,2006,2159,11.9,83.97,4.17,31
La Paz,A. Iturralde,San Buena Ventura             ,2006,2227,4.3,91.29,4.45,21
La Paz,B. Saavedra,Gral. J.J. Perez  (Charazan.d.) ,2006,2579,8.4,87.32,4.3,34
La Paz,B. Saavedra,Curva                         ,2006,420,3.8,94.29,1.9,9
La Paz,M. Kapac,Copacabana                    ,2006,4431,8.3,87.81,3.93,38
La Paz,M. Kapac,San Pedro de Tiquina          ,2006,1421,10.2,85.15,4.64,18
La Paz,M. Kapac,Tito Yupanqui (Parquipujio)   ,2006,343,6.7,91.84,1.46,7
La Paz,G. Villarroel,San Pedro de Curahuara        ,2006,2298,8.5,89.16,2.31,35
La Paz,G. Villarroel,Papel Pampa                   ,2006,1620,14.4,82.96,2.59,30
La Paz,G. Villarroel,Chacarilla                    ,2006,366,19.1,78.42,2.46,10
La Paz,J.M. Pando,Santiago de Machaca           ,2006,999,6.1,89.99,3.9,24
La Paz,J.M. Pando,Catacora                      ,2006,238,2.5,97.48,0,5
La Paz,Caranavi,Caranavi                      ,2006,17277,10.8,85.19,4.03,202
La Paz,Caranavi,Alto Ben.d.                     ,2006,0, -   ,0,0,0
Oruro,Cercado,Oruro                         ,2006,81532,6.3,86.99,6.67,158
Oruro,Cercado,Caracollo                     ,2006,5949,9.4,86.97,3.6,52
Oruro,Cercado,El Choro                      ,2006,601,14.1,82.36,3.49,11
Oruro,Cercado,Soracachi                     ,2006,3440,6.9,87.76,5.35,61
Oruro,E. Avaroa,Challapata                    ,2006,8189,8.4,83.92,7.72,70
Oruro,E. Avaroa,Santuario de Quillacas        ,2006,630,6.8,87.94,5.24,10
Oruro,Carangas,Corque                        ,2006,1485,10.8,82.96,6.26,30
Oruro,Carangas,Choque Cota                   ,2006,387,12.7,84.75,2.58,9
Oruro,Sajama,Curahuara de Carangas         ,2006,1297,9.3,87.66,3.08,23
Oruro,Sajama,Turco                         ,2006,913,8.4,87.95,3.61,17
Oruro,Litoral,Huachacalla                   ,2006,261,1.9,94.25,3.83,2
Oruro,Litoral,Escara,2006,80,25,73.75,1.25,1
Oruro,Litoral,Cruz de Machacamarca          ,2006,0, -   ,0,0,0
Oruro,Litoral,Yunguyo de Litoral            ,2006,10,10,90,0,1
Oruro,Litoral,Esmeralda                     ,2006,21,0,95.24,4.76,2
Oruro,Poopó,Poopo                         ,2006,1266,7.5,88.07,4.42,11
Oruro,Poopó,Pazña                         ,2006,1644,10.6,81.75,7.6,15
Oruro,Poopó,Antequera                     ,2006,1050,3,88.38,8.57,8
Oruro,P. Dalence,Huanun.d.                       ,2006,9689,6.4,87.41,6.15,24
Oruro,P. Dalence,Machacamarca                  ,2006,1119,9.3,85.79,4.92,11
Oruro,L. Cabrera,Salinas de Garci Mendoza      ,2006,1608,8.4,85.07,6.53,37
Oruro,L. Cabrera,Pampa Aullagas                ,2006,560,9.8,84.29,5.89,8
Oruro,Atahuallpa,Sabaya                        ,2006,558,14.3,82.08,3.58,12
Oruro,Atahuallpa,Coipasa                       ,2006,169,15.4,75.74,8.88,2
Oruro,Atahuallpa,Chipaya                       ,2006,422,8.5,84.36,7.11,3
Oruro,Saucarí,Toledo                        ,2006,1087,16.8,78.1,5.06,17
Oruro,T. Barrón,Eucaliptus                    ,2006,1764,12.7,83.11,4.2,11
Oruro,S. Carangas,Andamarca                     ,2006,877,5.6,87.8,6.61,20
Oruro,S. Carangas,Belen de Andamarca            ,2006,282,12.8,85.46,1.77,5
Oruro,S.P. De Totora,Totora                   ,2006,1650,17.5,78.73,3.76,32
Oruro,S. Pagador,Santiago de Huari             ,2006,1798,10.6,84.15,5.23,25
Oruro,P. De Mejillones,La Rivera,2006,84,14.3,75,10.71,1
Oruro,P. De Mejillones,Todos Santos                  ,2006,86,7,91.86,1.16,2
Oruro,P. De Mejillones,Carangas                      ,2006,35,20,80,0,2
Oruro,N. Carangas,Huayllamarca                  ,2006,1172,16.6,76.96,6.48,22
Pando,N. Suárez,Cobija                        ,2006,9478,9.3,82.45,8.27,36
Pando,N. Suárez,Porven.d.r                      ,2006,1482,10.1,81.31,8.57,19
Pando,N. Suárez,Bolpebra                      ,2006,342,14.9,83.63,1.46,13
Pando,N. Suárez,Bella Flor                    ,2006,538,12.8,85.13,2.04,17
Pando,Manuripi,Puerto Rico                   ,2006,1803,0.8,97.78,1.39,32
Pando,Manuripi,San Pedro              ,2006,349,10,87.97,2.01,13
Pando,Manuripi,Filadelfia                    ,2006,1312,10.9,83.16,5.95,34
Pando,M. De Dios,Puerto Gonzalo Moreno         ,2006,1306,7.9,89.51,2.6,21
Pando,M. De Dios,San Lorenzo          ,2006,1507,14.1,82.28,3.58,29
Pando,M. De Dios,Sena                          ,2006,818,13.8,84.84,1.34,17
Pando,Abuná,Nacebe (Santa Rosa Del Abuna) ,2006,239,10.9,86.61,2.51,5
Pando,Abuná,Ingavi (Humaita)              ,2006,222,14.4,85.59,0,5
Pando,F. Román,Nuevo Manoa (Nueva Esperanza) ,2006,177,6.2,86.44,7.34,5
Pando,F. Román,Villa Nueva (Loma Alta)       ,2006,470,13.2,75.96,10.85,9
Pando,F. Román,Eureka (Santos Mercado)       ,2006,119,12.6,82.35,5.04,2
Potosí,T. Frías,Potosí                        ,2006,59411,7.1,84.91,7.99,193
Potosí,T. Frías,Tinguipaya                    ,2006,5559,7.9,86.6,5.47,102
Potosí,T. Frías,Yocalla                       ,2006,2186,9.1,84.49,6.4,31
Potosí,T. Frías,Belen de Urmiri               ,2006,393,14.5,81.93,3.56,6
Potosí,R. Bustillo,Uncia                         ,2006,8969,5,89.5,5.49,74
Potosí,R. Bustillo,Chayanta                      ,2006,4629,5.8,88.27,5.92,41
Potosí,R. Bustillo,Llallagua                     ,2006,13775,5.5,87.54,6.97,48
Potosí,R. Bustillo,Chuquihuta Ayllu Jucuman.d.     ,2006,0, -   ,0,0,0
Potosí,C. Saavedra,Betanzos                      ,2006,10823,6.1,86.88,7.05,106
Potosí,C. Saavedra,Chaqui                        ,2006,3078,11.1,82.55,6.37,35
Potosí,C. Saavedra,Tacobamba                     ,2006,3028,8,86.16,5.81,52
Potosí,Chayanta,Colquechaca                   ,2006,7961,8.9,85.05,6.05,103
Potosí,Chayanta,Ravelo                        ,2006,4837,9.1,86.09,4.8,59
Potosí,Chayanta,Pocoata                       ,2006,7142,6.7,87.71,5.57,98
Potosí,Chayanta,Ocuri                         ,2006,4950,8.6,85.05,6.3,52
Potosí,Charcas,San Pedro de Buena Vista      ,2006,8973,8.2,84.91,6.93,117
Potosí,Charcas,Toro Toro                     ,2006,3427,7.5,90.02,2.48,61
Potosí,N. Chichas,Cotagaita                     ,2006,8618,11.2,81.94,6.89,131
Potosí,N. Chichas,Vitichi                       ,2006,3526,9.2,82.61,8.2,48
Potosí,A. De Ibañez,Sacaca                        ,2006,5397,7.7,86.23,6.11,81
Potosí,A. De Ibañez,Caripuyo                      ,2006,2962,5.5,91.09,3.44,41
Potosí,S. Chichas,Tupiza                        ,2006,13660,6.9,87.24,5.91,137
Potosí,S. Chichas,Atocha                        ,2006,4031,5.9,86.13,7.99,25
Potosí,N. Lipez,"Colcha ""K""                    ",2006,2641,6.7,92.01,1.33,44
Potosí,N. Lipez,San Pedro de Quemes           ,2006,142,12.7,83.8,3.52,4
Potosí,S. Lipez,San Pablo de Lipez            ,2006,718,6,92.2,1.81,12
Potosí,S. Lipez,Mojinete                      ,2006,206,8.3,88.35,3.4,6
Potosí,S. Lipez,San Anton.d.o de Esmoruco       ,2006,453,7.7,83,9.27,8
Potosí,J.M. Linares,Puna                          ,2006,12539,8.7,84.74,6.57,155
Potosí,J.M. Linares,"Caiza ""D""                     ",2006,2812,7.2,86.52,6.29,34
Potosí,J.M. Linares,Ckochas                       ,2006,0, -   ,0,0,0
Potosí,A. Quijarro,Uyun.d.                         ,2006,8088,5.4,90.28,4.28,65
Potosí,A. Quijarro,Tomave                        ,2006,4007,7.8,88.17,3.99,75
Potosí,A. Quijarro,Porco                         ,2006,2429,4.4,90.74,4.9,12
Potosí,B. Bilbao,Arampampa                     ,2006,1451,10,84.42,5.58,28
Potosí,B. Bilbao,Acacio                        ,2006,2013,6.4,89.42,4.22,26
Potosí,D. Campos,Llica                         ,2006,886,6.9,90.18,2.93,21
Potosí,D. Campos,Tahua                         ,2006,447,8.5,89.93,1.57,14
Potosí,M. Omiste,Villazon                      ,2006,14099,7.7,85.98,6.31,71
Potosí,E. Baldivieso,San Agustín                   ,2006,487,6.2,92.2,1.64,8
Santa Cruz,A. Ibañez,Santa Cruz de La Sierra       ,2006,389813,5.7,89.38,4.88,907
Santa Cruz,A. Ibañez,Cotoca                        ,2006,13593,5.3,88.05,6.61,47
Santa Cruz,A. Ibañez,Porongo                       ,2006,3265,10.9,83.86,5.27,36
Santa Cruz,A. Ibañez,La Guardia                    ,2006,16167,6.3,86.91,6.78,50
Santa Cruz,A. Ibañez,El Torno                      ,2006,15468,7,87.19,5.82,72
Santa Cruz,I. Warnes,Warnes                        ,2006,18426,7.3,86.15,6.58,78
Santa Cruz,I. Warnes,Okinawa                       ,2006,4401,9,83.64,7.36,21
Santa Cruz,J.M. De Velasco,San Ignacio de Velasco        ,2006,15611,6.3,86.27,7.42,115
Santa Cruz,J.M. De Velasco,San Miguel de Velasco         ,2006,4148,3.8,90.65,5.59,37
Santa Cruz,J.M. De Velasco,San Rafael                    ,2006,1483,3.8,86.38,9.84,12
Santa Cruz,Ichilo,Buena Vista                   ,2006,4683,7.8,84.95,7.22,40
Santa Cruz,Ichilo,San Carlos                    ,2006,6506,5.3,88.83,5.86,38
Santa Cruz,Ichilo,Yapacan.d.                      ,2006,12414,4.2,91.33,4.45,75
Santa Cruz,Ichilo,San Juan de Yapacan.d.          ,2006,2718,6.2,85.43,8.35,20
Santa Cruz,Chiquitos,San José de Chiquitos         ,2006,5382,3,86.16,10.81,30
Santa Cruz,Chiquitos,Pailon                        ,2006,5355,6.5,86.63,6.87,24
Santa Cruz,Chiquitos,Robore                        ,2006,6139,6.3,83.74,9.97,51
Santa Cruz,Sara,Portachuelo                   ,2006,7829,7.4,85.25,7.32,48
Santa Cruz,Sara,Santa Rosa del Sara           ,2006,6132,5,88.45,6.54,42
Santa Cruz,Sara,Colpa Bélgica                 ,2006,959,3.1,88.11,8.76,8
Santa Cruz,Cordillera,Lagun.d.llas                    ,2006,1768,8,82.98,8.99,21
Santa Cruz,Cordillera,Charagua                      ,2006,7562,8.3,86.75,4.91,66
Santa Cruz,Cordillera,Cabezas                       ,2006,4607,7,88.21,4.78,40
Santa Cruz,Cordillera,Cuevo                         ,2006,1548,9,86.63,4.39,12
Santa Cruz,Cordillera,Gutierrez                     ,2006,4456,4.1,86.27,9.65,42
Santa Cruz,Cordillera,Camiri                        ,2006,12044,5.2,89.16,5.6,50
Santa Cruz,Cordillera,Boyuibe                       ,2006,1441,6.5,88.41,5.07,11
Santa Cruz,Vallegrande,Vallegrande                   ,2006,5991,7.3,88.68,4.04,96
Santa Cruz,Vallegrande,Trigal                        ,2006,528,8.3,87.69,3.98,18
Santa Cruz,Vallegrande,Moro Moro                     ,2006,972,9,85.19,5.86,20
Santa Cruz,Vallegrande,Postrer Valle                 ,2006,543,9.8,87.48,2.76,13
Santa Cruz,Vallegrande,Pucara                        ,2006,648,3.4,95.37,1.23,20
Santa Cruz,Florida,Samaipata                     ,2006,2974,6.2,91.36,2.49,40
Santa Cruz,Florida,Pampa Grande                  ,2006,2408,6.9,87.46,5.65,16
Santa Cruz,Florida,Mairana                       ,2006,2801,1.4,94.32,4.25,21
Santa Cruz,Florida,Quirusillas                   ,2006,438,8,84.25,7.76,8
Santa Cruz,O. Santistevan,Montero                       ,2006,33448,6.2,89.7,4.09,85
Santa Cruz,O. Santistevan,General Saavedra              ,2006,4902,7.7,85.21,7.12,29
Santa Cruz,O. Santistevan,Mineros                       ,2006,7695,12,79.55,8.45,30
Santa Cruz,O. Santistevan,Fernández Alonso              ,2006,3791,7.2,86.6,6.17,26
Santa Cruz,O. Santistevan,San Pedro                     ,2006,5309,8.3,84.67,7.04,31
Santa Cruz,Ñ. De Chavez,Concepción                    ,2006,5443,4.7,86.61,8.67,40
Santa Cruz,Ñ. De Chavez,San Javier              ,2006,4371,6.3,84.33,9.38,27
Santa Cruz,Ñ. De Chavez,San Ramón                 ,2006,2271,8.1,78.12,13.74,8
Santa Cruz,Ñ. De Chavez,San Julián                    ,2006,14601,9.3,82.73,7.96,120
Santa Cruz,Ñ. De Chavez,San Anton.d.o de Lomerío        ,2006,1988,6.1,88.13,5.78,27
Santa Cruz,Ñ. De Chavez,Cuatro Cañadas                ,2006,4563,3,87.95,9.05,31
Santa Cruz,A. Sandoval,San Matías                    ,2006,4449,0,100,0,42
Santa Cruz,M.M. Caballero,Comarapa                      ,2006,5188,5.7,88.67,5.67,44
Santa Cruz,M.M. Caballero,Saipina                       ,2006,1792,6,87.95,6.03,15
Santa Cruz,G. Busch,Puerto Suarez                 ,2006,5129,4.2,91.36,4.43,25
Santa Cruz,G. Busch,Puerto Quijarro               ,2006,4144,4.9,90.32,4.73,12
Santa Cruz,G. Busch,Carmen Rivero Torrez          ,2006,1528,3.7,92.02,4.25,18
Santa Cruz,Guarayos,Ascensión de Guarayos         ,2006,6827,4.7,83.55,11.73,22
Santa Cruz,Guarayos,Urubicha                      ,2006,2546,3.4,87.16,9.43,14
Santa Cruz,Guarayos,El Puente            ,2006,3766,3.1,87.79,9.08,35
Tarija,Cercado,Tarija                        ,2006,50460,4.4,90.71,4.88,177
Tarija,A. Arce,Padcaya                       ,2006,5056,4.9,88.75,6.39,81
Tarija,A. Arce,Bermejo                       ,2006,9744,6.8,86.6,6.64,29
Tarija,G. Chaco,Yacuiba                       ,2006,25555,5.7,87.33,6.97,79
