Departamento,Provincia,Municipio,Año,Num_Alumnos_Matriculados,Tasa_Abandono,Tasa_Promoción,Tasa_Reprobación,Num_Unidades_Educativas
Chuquisaca,J. Zudañez,Zudáñez                       ,2017,1598,1.8,95.62,2.63,21
Chuquisaca,J. Zudañez,Presto                        ,2017,1814,3.3,93.66,3.09,30
Chuquisaca,J. Zudañez,Mojocoya                      ,2017,1732,3.5,92.61,3.87,25
Chuquisaca,J. Zudañez,Icla                          ,2017,1897,3.2,92.41,4.43,25
Chuquisaca,Tomina,Padilla                       ,2017,2260,2.4,94.16,3.41,49
Chuquisaca,Tomina,Tomina                        ,2017,2034,2.6,94.59,2.8,22
Chuquisaca,Tomina,Sopachuy                      ,2017,1423,2.5,95.43,2.04,20
Chuquisaca,Tomina,Alcala                        ,2017,756,2.5,94.18,3.31,10
Chuquisaca,Tomina,El Villar                     ,2017,898,2.6,92.87,4.57,14
Chuquisaca,H. Siles,Monteagudo                    ,2017,6647,3.3,94.07,2.6,77
Chuquisaca,H. Siles,Huacareta                     ,2017,1950,4.3,89.64,6.1,37
Chuquisaca,Yamparáez,Tarabuco                      ,2017,4043,3.7,92.46,3.81,58
Chuquisaca,Yamparáez,Yamparaez                     ,2017,1731,1.6,95.61,2.83,25
Chuquisaca,Nor Cinti,Camargo                       ,2017,3616,2.7,95.52,1.77,55
Chuquisaca,Nor Cinti,San Lucas                     ,2017,7938,3.1,94.15,2.71,111
Chuquisaca,Nor Cinti,Incahuasi                     ,2017,2688,3.9,95.28,0.78,31
Chuquisaca,Nor Cinti,Villa Charcas                 ,2017,3553,3.2,95.41,1.44,35
Chuquisaca,B. Boeto,Villa Serrano                 ,2017,2406,1.8,96.22,1.95,42
Chuquisaca,S. Cinti,Camataqui (C. Villa Abecia)   ,2017,676,1.8,95.27,2.96,13
Chuquisaca,S. Cinti,Culpina                       ,2017,3796,3.8,93.86,2.34,64
Chuquisaca,S. Cinti,Las Carreras                  ,2017,598,1.3,96.32,2.34,18
Chuquisaca,L. Calvo,Villa Vaca Guzmán (Muyupampa) ,2017,2265,2.8,95.1,2.12,31
Chuquisaca,L. Calvo,Huacaya (Villa de Huacaya)    ,2017,684,1.5,95.03,3.51,10
Chuquisaca,L. Calvo,Machareti                     ,2017,1645,1.9,96.29,1.82,22
Cochabamba,Cercado,Cochabamba                    ,2017,203619,1.9,95.17,2.95,437
Cochabamba,N. Campero,Aiquile                       ,2017,7129,2.3,96.23,1.49,75
Cochabamba,N. Campero,Pasorapa                      ,2017,694,2.4,95.97,1.59,18
Cochabamba,N. Campero,Omereque                      ,2017,1495,2.5,95.85,1.61,30
Cochabamba,Ayopaya,Ayopaya (V. de Independencia) ,2017,6096,4,91.65,4.38,101
Cochabamba,Ayopaya,Morochata                     ,2017,2561,3.1,95.12,1.76,57
Cochabamba,Ayopaya,Cocapata                      ,2017,3550,3.6,94.2,2.2,68
Cochabamba,E. Arce,Tarata                        ,2017,2705,1.9,94.71,3.4,30
Cochabamba,E. Arce,Anzaldo                       ,2017,1643,3.3,92.27,4.44,40
Cochabamba,E. Arce,Arbieto                       ,2017,4054,3,93.91,3.08,21
Cochabamba,E. Arce,Sacabamba                     ,2017,895,4.4,91.06,4.58,16
Cochabamba,Aran.D.,Araní                         ,2017,2612,3.1,94.68,2.22,28
Cochabamba,Aran.D.,Vacas                         ,2017,2034,4.9,91.89,3.24,27
Cochabamba,Arque,Arque                         ,2017,2599,3.1,95.11,1.77,44
Cochabamba,Arque,Tacopaya                      ,2017,1713,4.4,94.05,1.52,43
Cochabamba,Capinota,Capinota                      ,2017,6265,2.1,94.46,3.43,32
Cochabamba,Capinota,Santibáñez                    ,2017,1690,2.5,93.96,3.55,17
Cochabamba,Capinota,Sicaya                        ,2017,957,4.4,91.12,4.49,7
Cochabamba,G. Jordán,Cliza                         ,2017,5599,3,93.91,3.13,24
Cochabamba,G. Jordán,Toco                          ,2017,1099,6.1,92.81,1.09,13
Cochabamba,G. Jordán,Tolata                        ,2017,1564,1.7,96.55,1.79,8
Cochabamba,Quillacollo,Quillacollo                   ,2017,45484,2.2,94.75,3.05,101
Cochabamba,Quillacollo,Sipe Sipe                     ,2017,14441,1.9,94.26,3.88,50
Cochabamba,Quillacollo,Tiquipaya                     ,2017,18770,2.5,94.16,3.36,64
Cochabamba,Quillacollo,Vinto                         ,2017,18932,2.1,94.47,3.43,51
Cochabamba,Quillacollo,Colcapirhua                   ,2017,11033,2,95.25,2.77,21
Cochabamba,Chapare,Sacaba                        ,2017,42111,2.3,93.73,3.97,123
Cochabamba,Chapare,Colomi                        ,2017,6855,2.8,93.96,3.22,32
Cochabamba,Chapare,Villa Tunari                  ,2017,23808,2.3,95.56,2.19,182
Cochabamba,Tapacarí,Tapacari                      ,2017,4722,4.4,92.82,2.82,100
Cochabamba,Carrasco,Totora                ,2017,3270,3.1,94.19,2.72,41
Cochabamba,Carrasco,Pojo                   ,2017,3318,3.4,94.54,2.02,37
Cochabamba,Carrasco,Pocona                        ,2017,2800,1.8,95.89,2.32,44
Cochabamba,Carrasco,Chimore                       ,2017,6822,2.6,95.44,1.92,48
Cochabamba,Carrasco,Puerto Villarroel             ,2017,17795,2.8,95.18,1.99,83
Cochabamba,Carrasco,Entre Ríos                ,2017,12470,2.9,94.85,2.26,30
Cochabamba,Mizque,Mizque                        ,2017,7486,3.9,94.51,1.58,77
Cochabamba,Mizque,Vila Vila                     ,2017,863,2.2,91.77,6.03,17
Cochabamba,Mizque,Alalay                        ,2017,547,4.2,91.22,4.57,17
Cochabamba,Punata,Punata                        ,2017,9690,2.2,95.53,2.23,39
Cochabamba,Punata,Villa Rivero                  ,2017,2044,2.3,96.72,0.93,17
Cochabamba,Punata,San Ben.d.to                    ,2017,3208,1.9,95.57,2.52,28
Cochabamba,Punata,Tacachi                       ,2017,87,5.7,91.95,2.3,2
Cochabamba,Punata,Cuchumuela (V. G. Villarroel) ,2017,118,2.5,97.46,0,7
Cochabamba,Bolívar,Bolivar                       ,2017,1064,3.9,92.76,3.38,33
Cochabamba,Tiraque,Tiraque                ,2017,5806,2.4,96.56,1,45
Cochabamba,Tiraque,Shinaota                      ,2017,6876,2.5,94.82,2.71,31
La Paz,P.D. Murillo,La Paz                        ,2017,198915,1.8,96.14,2.05,488
La Paz,P.D. Murillo,Palca                         ,2017,5186,2.9,95.97,1.18,57
La Paz,P.D. Murillo,Mecapaca                      ,2017,3758,2.2,97.15,0.61,37
La Paz,P.D. Murillo,Achocalla                     ,2017,6419,2.3,96.84,0.87,35
La Paz,P.D. Murillo,El Alto                       ,2017,299234,1.8,97.03,1.21,511
La Paz,Omasuyos,Achacachi                     ,2017,10216,2,97.55,0.41,105
La Paz,Omasuyos,Ancoraimes                    ,2017,2238,2.1,97.59,0.36,48
La Paz,Omasuyos,Chua Cocan.d.                   ,2017,610,3.4,96.23,0.33,9
La Paz,Omasuyos,Huarina                       ,2017,1176,2.5,97.02,0.51,24
La Paz,Omasuyos,Santiago de Huata             ,2017,1202,2.4,97.17,0.42,30
La Paz,Omasuyos,Huatajata                     ,2017,355,2.5,97.46,0,5
La Paz,Pacajes,Coro Coro                     ,2017,1964,3,95.67,1.32,45
La Paz,Pacajes,Caquiaviri                    ,2017,1922,3.1,96.31,0.57,65
La Paz,Pacajes,Calacoto                      ,2017,1143,5.9,93.88,0.26,60
La Paz,Pacajes,Comanche                      ,2017,818,3.7,96.33,0,20
La Paz,Pacajes,Charaña                       ,2017,400,4,95.5,0.5,18
La Paz,Pacajes,Waldo Ballivian               ,2017,441,3.6,94.56,1.81,6
La Paz,Pacajes,Nazacara de Pacajes           ,2017,78,6.4,93.59,0,1
La Paz,Pacajes,Santiago de Callapa           ,2017,837,5.3,94.27,0.48,46
La Paz,E. Camacho,Puerto Acosta                 ,2017,1905,3.6,96.22,0.16,53
La Paz,E. Camacho,Mocomoco                      ,2017,2983,4,95.64,0.37,74
La Paz,E. Camacho,Puerto Carabuco               ,2017,2498,3.5,95.92,0.6,59
La Paz,E. Camacho,Humanata                      ,2017,1041,4.1,95.87,0,28
La Paz,E. Camacho,Escoma                        ,2017,1167,2.2,97.77,0,24
La Paz,Muñecas,Chuma                         ,2017,2298,2.9,96.17,0.96,54
La Paz,Muñecas,Ayata                         ,2017,2084,3.7,95.97,0.29,40
La Paz,Muñecas,Aucapata                      ,2017,985,3.2,96.55,0.2,22
La Paz,Larecaja,Sorata                        ,2017,4254,2.5,97.11,0.42,75
La Paz,Larecaja,Guanay                        ,2017,3562,4.6,93.43,1.99,43
La Paz,Larecaja,Tacacoma                      ,2017,1753,2.5,96.58,0.91,28
La Paz,Larecaja,Quiabaya                      ,2017,555,2.9,96.76,0.36,10
La Paz,Larecaja,Combaya                       ,2017,352,5.7,93.75,0.57,14
La Paz,Larecaja,Tipuan.d.                       ,2017,2261,3.2,95.22,1.59,13
La Paz,Larecaja,Mapiri                        ,2017,3958,3.9,95.28,0.86,24
La Paz,Larecaja,Teoponte                      ,2017,2122,4.3,95.19,0.47,31
La Paz,F. Tamayo,Apolo                         ,2017,5304,4.3,93.63,2.06,73
La Paz,F. Tamayo,Pelechuco                     ,2017,1465,3.1,96.45,0.41,26
La Paz,Ingavi,Viacha                        ,2017,21077,1.8,97.28,0.94,100
La Paz,Ingavi,Guaqui                        ,2017,1476,1.7,98.04,0.27,22
La Paz,Ingavi,Tiawanacu                     ,2017,2488,2.4,96.91,0.72,28
La Paz,Ingavi,Desaguadero                   ,2017,1436,1.1,98.54,0.35,15
La Paz,Ingavi,San Andrés de Machaca         ,2017,761,3.3,96.45,0.26,37
La Paz,Ingavi,Jesús de Machaca              ,2017,2124,2,97.69,0.28,54
La Paz,Ingavi,Taraco                        ,2017,923,2,97.29,0.76,21
La Paz,Loayza,Luribay                       ,2017,2114,2.4,97.59,0.05,38
La Paz,Loayza,Sapahaqui                     ,2017,2600,2.2,96.5,1.31,52
La Paz,Loayza,Yaco                          ,2017,1515,3,96.9,0.07,29
La Paz,Loayza,Malla                         ,2017,409,1.7,97.8,0.49,12
La Paz,Loayza,Cairoma                       ,2017,2481,2.3,96.37,1.29,41
La Paz,Inquisivi,Inquisivi                     ,2017,3468,4.2,95.07,0.75,89
La Paz,Inquisivi,Quime                         ,2017,1632,2.3,93.32,4.35,19
La Paz,Inquisivi,Cajuata                       ,2017,3065,3.7,96.18,0.13,26
La Paz,Inquisivi,Colquiri                      ,2017,4642,2.7,96.21,1.06,72
La Paz,Inquisivi,Ichoca                        ,2017,1092,4.6,95.24,0.18,35
La Paz,Inquisivi,Licoma Pampa                  ,2017,482,3.7,92.12,4.15,9
La Paz,S. Yungas,Chuluman.d. (V. De La Libertad) ,2017,4641,3.6,95.76,0.67,40
La Paz,S. Yungas,Irupana (Villa De Lanza)      ,2017,3750,3.3,95.41,1.28,57
La Paz,S. Yungas,Yanacachi                     ,2017,1254,2.9,95.3,1.83,19
La Paz,S. Yungas,Palos Blancos                 ,2017,7470,3.5,94.26,2.26,53
La Paz,S. Yungas,La Asunta                     ,2017,12744,3.2,96.45,0.39,113
La Paz,Los Andes,Pucaran.d.                      ,2017,6715,1.5,98.33,0.18,74
La Paz,Los Andes,Laja                          ,2017,3426,2,97.69,0.32,57
La Paz,Los Andes,Batallas                      ,2017,4412,3.1,96.58,0.36,52
La Paz,Los Andes,Puerto Pérez                  ,2017,1288,2.2,97.75,0.08,24
La Paz,Aroma,Sica Sica (Villa Aroma)       ,2017,4613,2.2,97.55,0.24,69
La Paz,Aroma,Umala                         ,2017,1649,2.4,97.09,0.49,33
La Paz,Aroma,Ayo Ayo                       ,2017,1752,2.5,96.8,0.68,34
La Paz,Aroma,Calamarca                     ,2017,2717,2.2,97.42,0.37,34
La Paz,Aroma,Patacamaya                    ,2017,6933,2.3,97.06,0.63,51
La Paz,Aroma,Colquencha                    ,2017,2110,3.1,96.07,0.81,17
La Paz,Aroma,Collana                       ,2017,425,1.2,98.82,0,6
La Paz,N. Yungas,Coroico                       ,2017,4388,3.3,94.21,2.51,49
La Paz,N. Yungas,Coripata                      ,2017,3941,2,97.21,0.79,29
La Paz,A. Iturralde,Ixiamas                       ,2017,2995,5.7,92.75,1.5,39
La Paz,A. Iturralde,San Buena Ventura             ,2017,2837,4.6,94.32,1.06,24
La Paz,B. Saavedra,Gral. J.J. Perez  (Charazan.d.) ,2017,2301,3.3,96.18,0.48,38
La Paz,B. Saavedra,Curva                         ,2017,432,3.2,96.53,0.23,10
La Paz,M. Kapac,Copacabana                    ,2017,3613,2,97.09,0.94,38
La Paz,M. Kapac,San Pedro de Tiquina          ,2017,955,1.9,97.7,0.42,18
La Paz,M. Kapac,Tito Yupanqui (Parquipujio)   ,2017,210,1.4,97.62,0.95,7
La Paz,G. Villarroel,San Pedro de Curahuara        ,2017,1163,3.3,96.47,0.26,35
La Paz,G. Villarroel,Papel Pampa                   ,2017,1009,3.1,96.93,0,30
La Paz,G. Villarroel,Chacarilla                    ,2017,277,7.9,92.06,0,9
La Paz,J.M. Pando,Santiago de Machaca           ,2017,687,2.9,97.09,0,24
La Paz,J.M. Pando,Catacora                      ,2017,183,5.5,93.99,0.55,5
La Paz,Caranavi,Caranavi                      ,2017,12626,3.3,96,0.71,172
La Paz,Caranavi,Alto Ben.d.                     ,2017,2076,2.5,97.21,0.34,31
Oruro,Cercado,Oruro                         ,2017,94631,1.7,95.84,2.43,194
Oruro,Cercado,Caracollo                     ,2017,5028,2.3,95.98,1.75,54
Oruro,Cercado,El Choro                      ,2017,672,3.9,94.64,1.49,11
Oruro,Cercado,Soracachi                     ,2017,2701,2.4,96.63,1,59
Oruro,E. Avaroa,Challapata                    ,2017,9286,2.6,95.56,1.85,72
Oruro,E. Avaroa,Santuario de Quillacas        ,2017,647,0.9,97.68,1.39,11
Oruro,Carangas,Corque                        ,2017,1264,2.4,95.41,2.22,28
Oruro,Carangas,Choque Cota                   ,2017,206,1.9,97.57,0.49,8
Oruro,Sajama,Curahuara de Carangas         ,2017,855,1.3,98.48,0.23,21
Oruro,Sajama,Turco                         ,2017,683,1.6,96.93,1.46,10
Oruro,Litoral,Huachacalla                   ,2017,182,1.6,97.8,0.55,2
Oruro,Litoral,Escara,2017,76,5.3,94.74,0,1
Oruro,Litoral,Cruz de Machacamarca          ,2017,13,0,100,0,1
Oruro,Litoral,Yunguyo de Litoral            ,2017,14,0,100,0,1
Oruro,Litoral,Esmeralda                     ,2017,23,0,100,0,2
Oruro,Poopó,Poopo                         ,2017,1350,2.3,93.48,4.22,12
Oruro,Poopó,Pazña                         ,2017,1364,1.7,95.67,2.64,15
Oruro,Poopó,Antequera                     ,2017,775,1.2,98.45,0.39,8
Oruro,P. Dalence,Huanun.d.                       ,2017,7387,2.6,95.23,2.13,24
Oruro,P. Dalence,Machacamarca                  ,2017,1152,3,95.4,1.65,11
Oruro,L. Cabrera,Salinas de Garci Mendoza      ,2017,1435,3.1,96.72,0.14,31
Oruro,L. Cabrera,Pampa Aullagas                ,2017,480,1.3,98.75,0,8
Oruro,Atahuallpa,Sabaya                        ,2017,562,2.3,97.15,0.53,13
Oruro,Atahuallpa,Coipasa                       ,2017,141,0,100,0,2
Oruro,Atahuallpa,Chipaya                       ,2017,400,8.8,91.25,0,3
Oruro,Saucarí,Toledo                        ,2017,763,4.7,93.32,1.97,16
Oruro,T. Barrón,Eucaliptus                    ,2017,1154,3.1,95.84,1.04,11
Oruro,S. Carangas,Andamarca                     ,2017,724,2.6,96.55,0.83,18
Oruro,S. Carangas,Belen de Andamarca            ,2017,225,4.9,93.33,1.78,5
Oruro,S.P. De Totora,Totora                   ,2017,960,2.5,95.94,1.56,31
Oruro,S. Pagador,Santiago de Huari             ,2017,1454,4.1,94.02,1.86,19
Oruro,P. De Mejillones,La Rivera,2017,67,6,91.04,2.99,1
Oruro,P. De Mejillones,Todos Santos                  ,2017,64,4.7,95.31,0,2
Oruro,P. De Mejillones,Carangas                      ,2017,22,0,100,0,2
Oruro,N. Carangas,Huayllamarca                  ,2017,625,2.4,97.12,0.48,16
Pando,N. Suárez,Cobija                        ,2017,16386,3.4,93.76,2.83,45
Pando,N. Suárez,Porven.d.r                      ,2017,1655,2.8,93.96,3.26,18
Pando,N. Suárez,Bolpebra                      ,2017,475,5.5,93.26,1.26,15
Pando,N. Suárez,Bella Flor                    ,2017,845,5.2,92.66,2.13,20
Pando,Manuripi,Puerto Rico                   ,2017,2315,5.6,90.45,3.93,29
Pando,Manuripi,San Pedro              ,2017,355,7,92.68,0.28,11
Pando,Manuripi,Filadelfia                    ,2017,2074,4.5,91.37,4.15,43
Pando,M. De Dios,Puerto Gonzalo Moreno         ,2017,1701,6.9,88.48,4.64,21
Pando,M. De Dios,San Lorenzo          ,2017,2054,5,90.12,4.87,31
Pando,M. De Dios,Sena                          ,2017,2348,6.6,89.69,3.71,37
Pando,Abuná,Nacebe (Santa Rosa Del Abuna) ,2017,755,6.9,92.32,0.79,11
Pando,Abuná,Ingavi (Humaita)              ,2017,489,4.3,93.25,2.45,6
Pando,F. Román,Nuevo Manoa (Nueva Esperanza) ,2017,430,5.1,94.19,0.7,7
Pando,F. Román,Villa Nueva (Loma Alta)       ,2017,624,4.8,89.42,5.77,12
Pando,F. Román,Eureka (Santos Mercado)       ,2017,614,6.5,91.04,2.44,15
Potosí,T. Frías,Potosí                        ,2017,67421,2.5,94.22,3.29,206
Potosí,T. Frías,Tinguipaya                    ,2017,3759,6.8,88.64,4.58,107
Potosí,T. Frías,Yocalla                       ,2017,1657,4.8,91.19,4.04,21
Potosí,T. Frías,Belen de Urmiri               ,2017,162,4.3,92.59,3.09,4
Potosí,R. Bustillo,Uncia                         ,2017,5693,2,96.59,1.41,45
Potosí,R. Bustillo,Chayanta                      ,2017,4035,3.3,94.62,2.11,44
Potosí,R. Bustillo,Llallagua                     ,2017,13111,2.3,95.14,2.57,41
Potosí,R. Bustillo,Chuquihuta Ayllu Jucuman.d.     ,2017,1946,3.4,94.35,2.21,22
Potosí,C. Saavedra,Betanzos                      ,2017,8066,3.8,93.54,2.7,99
Potosí,C. Saavedra,Chaqui                        ,2017,1896,4.6,92.83,2.58,32
Potosí,C. Saavedra,Tacobamba                     ,2017,2210,3.7,93.62,2.71,57
Potosí,Chayanta,Colquechaca                   ,2017,7437,5.5,89.49,4.98,108
Potosí,Chayanta,Ravelo                        ,2017,3579,5.1,91.2,3.66,68
Potosí,Chayanta,Pocoata                       ,2017,5465,5.1,92.35,2.53,83
Potosí,Chayanta,Ocuri                         ,2017,3459,5.8,91.21,2.95,56
Potosí,Charcas,San Pedro de Buena Vista      ,2017,7668,6.6,87.77,5.61,124
Potosí,Charcas,Toro Toro                     ,2017,3173,5,88.34,6.62,64
Potosí,N. Chichas,Cotagaita                     ,2017,5678,4.2,93.62,2.22,124
Potosí,N. Chichas,Vitichi                       ,2017,2159,3.8,93.65,2.5,47
Potosí,A. De Ibañez,Sacaca                        ,2017,4734,3.8,92.9,3.34,80
Potosí,A. De Ibañez,Caripuyo                      ,2017,1736,2.1,95.91,1.96,41
Potosí,S. Chichas,Tupiza                        ,2017,12421,2.4,95.93,1.63,139
Potosí,S. Chichas,Atocha                        ,2017,3422,0.8,96.52,2.69,26
Potosí,N. Lipez,"Colcha ""K""                    ",2017,3342,1.9,98.03,0.09,48
Potosí,N. Lipez,San Pedro de Quemes           ,2017,132,6.1,93.94,0,4
Potosí,S. Lipez,San Pablo de Lipez            ,2017,670,1.9,96.57,1.49,14
Potosí,S. Lipez,Mojinete                      ,2017,155,0,99.35,0.65,6
Potosí,S. Lipez,San Anton.d.o de Esmoruco       ,2017,446,1.1,97.76,1.12,9
Potosí,J.M. Linares,Puna                          ,2017,4699,3.3,94.4,2.28,86
Potosí,J.M. Linares,"Caiza ""D""                     ",2017,2410,2.7,93.44,3.82,33
Potosí,J.M. Linares,Ckochas                       ,2017,3772,4.8,91.3,3.92,70
Potosí,A. Quijarro,Uyun.d.                         ,2017,9283,2.8,96.85,0.36,63
Potosí,A. Quijarro,Tomave                        ,2017,2938,3.5,95.54,0.99,66
Potosí,A. Quijarro,Porco                         ,2017,3258,1.2,96.44,2.36,15
Potosí,B. Bilbao,Arampampa                     ,2017,1005,6.6,89.95,3.48,31
Potosí,B. Bilbao,Acacio                        ,2017,1320,4.7,92.05,3.26,25
Potosí,D. Campos,Llica                         ,2017,771,3.6,94.68,1.69,22
Potosí,D. Campos,Tahua                         ,2017,326,3.1,96.93,0,14
Potosí,M. Omiste,Villazon                      ,2017,11836,3,96.13,0.91,75
Potosí,E. Baldivieso,San Agustín                   ,2017,413,1.7,97.82,0.48,8
Santa Cruz,A. Ibañez,Santa Cruz de La Sierra       ,2017,412456,2.7,94.15,3.13,896
Santa Cruz,A. Ibañez,Cotoca                        ,2017,20317,3.6,92.04,4.38,62
Santa Cruz,A. Ibañez,Porongo                       ,2017,3009,4.3,92.16,3.52,37
Santa Cruz,A. Ibañez,La Guardia                    ,2017,26023,2.8,93.75,3.45,78
Santa Cruz,A. Ibañez,El Torno                      ,2017,15177,2.7,94.11,3.2,78
Santa Cruz,I. Warnes,Warnes                        ,2017,36213,3.6,91.1,5.32,97
Santa Cruz,I. Warnes,Okinawa                       ,2017,3568,2.7,96.13,1.21,23
Santa Cruz,J.M. De Velasco,San Ignacio de Velasco        ,2017,16239,3.2,92.71,4.12,126
Santa Cruz,J.M. De Velasco,San Miguel de Velasco         ,2017,3396,1.9,95.32,2.74,39
Santa Cruz,J.M. De Velasco,San Rafael                    ,2017,1495,4.2,92.58,3.21,13
Santa Cruz,Ichilo,Buena Vista                   ,2017,3892,3.8,92.86,3.34,41
Santa Cruz,Ichilo,San Carlos                    ,2017,5679,2.9,94.75,2.38,35
Santa Cruz,Ichilo,Yapacan.d.                      ,2017,15506,3.2,94.49,2.34,75
Santa Cruz,Ichilo,San Juan de Yapacan.d.          ,2017,2541,1.6,96.5,1.89,19
Santa Cruz,Chiquitos,San José de Chiquitos         ,2017,5484,2.7,94.95,2.37,31
Santa Cruz,Chiquitos,Pailon                        ,2017,7183,4.5,90.98,4.54,29
Santa Cruz,Chiquitos,Robore                        ,2017,4989,3.5,92.44,4.05,44
Santa Cruz,Sara,Portachuelo                   ,2017,5762,3.8,93.25,2.97,43
Santa Cruz,Sara,Santa Rosa del Sara           ,2017,4327,3,94.2,2.82,44
Santa Cruz,Sara,Colpa Bélgica                 ,2017,1633,5,90.08,4.9,9
Santa Cruz,Cordillera,Lagun.d.llas                    ,2017,1892,2.8,95.35,1.85,22
Santa Cruz,Cordillera,Charagua                      ,2017,8111,4,94.07,1.89,74
Santa Cruz,Cordillera,Cabezas                       ,2017,5587,4.3,92.52,3.13,43
Santa Cruz,Cordillera,Cuevo                         ,2017,1198,4.9,92.49,2.59,14
Santa Cruz,Cordillera,Gutierrez                     ,2017,4544,3.1,91.37,5.52,42
Santa Cruz,Cordillera,Camiri                        ,2017,10433,2.9,94.96,2.13,49
Santa Cruz,Cordillera,Boyuibe                       ,2017,1249,3.4,94.72,1.92,12
Santa Cruz,Vallegrande,Vallegrande                   ,2017,4261,2.8,95.82,1.34,89
Santa Cruz,Vallegrande,Trigal                        ,2017,364,3.8,94.23,1.92,10
Santa Cruz,Vallegrande,Moro Moro                     ,2017,618,2.6,93.85,3.56,19
Santa Cruz,Vallegrande,Postrer Valle                 ,2017,377,2.4,96.29,1.33,12
Santa Cruz,Vallegrande,Pucara                        ,2017,334,2.7,96.71,0.6,19
Santa Cruz,Florida,Samaipata                     ,2017,2728,2.7,96.37,0.95,39
Santa Cruz,Florida,Pampa Grande                  ,2017,2535,2.6,95.38,2.01,23
Santa Cruz,Florida,Mairana                       ,2017,3386,2.8,95.42,1.74,23
Santa Cruz,Florida,Quirusillas                   ,2017,316,5.7,93.04,1.27,8
Santa Cruz,O. Santistevan,Montero                       ,2017,38282,3.2,92.57,4.2,85
Santa Cruz,O. Santistevan,General Saavedra              ,2017,4487,3.1,91.84,5.06,30
Santa Cruz,O. Santistevan,Mineros                       ,2017,7154,3.8,92.41,3.8,33
Santa Cruz,O. Santistevan,Fernández Alonso              ,2017,3594,2.1,95.85,2.06,24
Santa Cruz,O. Santistevan,San Pedro                     ,2017,4305,2.6,94.94,2.49,30
Santa Cruz,Ñ. De Chavez,Concepción                    ,2017,6973,2.8,93.89,3.36,51
Santa Cruz,Ñ. De Chavez,San Javier              ,2017,4376,3.2,92.32,4.5,29
Santa Cruz,Ñ. De Chavez,San Ramón                 ,2017,2255,4.3,91.22,4.48,8
Santa Cruz,Ñ. De Chavez,San Julián                    ,2017,13800,3.1,94.86,2.07,76
Santa Cruz,Ñ. De Chavez,San Anton.d.o de Lomerío        ,2017,1826,2.4,95.51,2.08,26
Santa Cruz,Ñ. De Chavez,Cuatro Cañadas                ,2017,5827,3.8,94.25,1.99,31
Santa Cruz,A. Sandoval,San Matías                    ,2017,4325,3.4,92.81,3.82,44
Santa Cruz,M.M. Caballero,Comarapa                      ,2017,5249,3.2,93.56,3.26,45
Santa Cruz,M.M. Caballero,Saipina                       ,2017,1835,1.9,93.46,4.69,15
Santa Cruz,G. Busch,Puerto Suarez                 ,2017,4764,3,93.81,3.21,22
Santa Cruz,G. Busch,Puerto Quijarro               ,2017,4496,4,92.97,3.02,13
Santa Cruz,G. Busch,Carmen Rivero Torrez          ,2017,1637,3.4,92.06,4.52,21
Santa Cruz,Guarayos,Ascensión de Guarayos         ,2017,8977,3.3,92.74,3.93,28
Santa Cruz,Guarayos,Urubicha                      ,2017,2071,4.1,89.47,6.42,13
Santa Cruz,Guarayos,El Puente            ,2017,3272,3.6,92.91,3.45,35
Tarija,Cercado,Tarija                        ,2017,58430,1.9,95.16,2.9,173
Tarija,A. Arce,Padcaya                       ,2017,4005,2.2,95.06,2.7,85
Tarija,A. Arce,Bermejo                       ,2017,9547,2.5,93.64,3.83,33
Tarija,G. Chaco,Yacuiba                       ,2017,25884,2.5,95.39,2.11,104
Tarija,G. Chaco,Carapari                      ,2017,4294,1.8,95.69,2.49,46
Tarija,G. Chaco,Villa Montes                  ,2017,13304,3.2,93.49,3.29,66
Tarija,J.M. Avilez,Uriondo (A. Concepcion)       ,2017,3610,2.7,95.1,2.16,45
Tarija,J.M. Avilez,Yunchara                      ,2017,1092,4.2,93.32,2.47,39
Tarija,E. Méndez,San Lorenzo              ,2017,5506,3.7,92.92,3.38,84
Tarija,E. Méndez,El Puente               ,2017,2390,3.7,93.1,3.18,52
Tarija,B. O´Connor,Entre Ríos                ,2017,5697,3.3,94.47,2.26,90
Beni,Cercado,Trin.d.dad                      ,2018,37413,3.1,93.88,2.97,89
Beni,Cercado,San Javier              ,2018,1132,5.6,91.34,3.09,20
Beni,V. Diez,Riberalta                     ,2018,34678,4.9,91.01,4.04,120
Beni,V. Diez,Guayaramerin                  ,2018,14167,4.8,92.91,2.26,79
Beni,J. Ballivián,Reyes                         ,2018,3761,4.2,93.3,2.5,53
Beni,J. Ballivián,San Borja                     ,2018,13440,5.9,90.59,3.53,121
Beni,J. Ballivián,Santa Rosa                    ,2018,3366,2.7,94.77,2.5,26
Beni,J. Ballivián,Rurrenabaque                  ,2018,6132,4.1,93.48,2.43,37
Beni,Yacuma,Santa Ana                     ,2018,5648,4.5,94.46,1.08,48
Beni,Yacuma,Exaltación                    ,2018,1021,4,94.81,1.18,29
Beni,Moxos,San Ignacio                   ,2018,7573,5.6,90.62,3.82,91
Beni,Marbán,Loreto                        ,2018,1090,4.4,94.68,0.92,24
Beni,Marbán,San Andrés                    ,2018,3809,4.7,93.91,1.39,52
Beni,Mamoré,San Joaquín                   ,2018,1635,4,93.76,2.26,17
Beni,Mamoré,San Ramón               ,2018,1504,4.1,94.55,1.4,16
Beni,Mamoré,Puerto Siles                  ,2018,343,3.2,94.46,2.33,4
